entry,dice
NA,nan
SG,0.7167939710829961
SF,0.7283660830509024
SJ,0.6620496867532241
SL,0.6601250201799064
SE,0.6932571926146575
SH,0.6369071739713563
BD,0.624912698342627
SD,0.6408475276094137
BM,0.6463500686724818
SI,0.7177205056792973
SK,0.7068662261818323
SA,0.6571781394996355
SB,0.678987904120737
SC,0.63446719355776

entry,dice
NA,nan
SG,0.7425443373590834
SF,0.719276319351447
SJ,0.6706358199299697
SL,0.6807307394295723
SE,0.7092345569251503
SH,0.6245701317292295
BD,0.6122828497737497
SD,0.6541874502018027
BM,0.6245985828691516
SI,0.7093235971734403
SK,0.7300075236396806
SA,0.6774619419772463
SB,0.6678317820349928
SC,0.6316581936853523

entry,dice
NA,nan
SG,0.7224417098759986
SF,0.7338511640336658
SJ,0.6605380326807662
SL,0.6991468466303897
SE,0.6930135200203639
SH,0.5907227593695051
BD,0.615436141995672
SD,0.6372822319749508
BM,0.6347149153194976
SI,0.7199520151392005
SK,0.6882124085949
SA,0.670265903207097
SB,0.6692739199349926
SC,0.629161457660653

entry,dice
NA,nan
SG,0.7195861047303449
SF,0.7158062113577557
SJ,0.6631189805523681
SL,0.6873107236683191
SE,0.7006594108559165
SH,0.6304087409201006
BD,0.6259574246857019
SD,0.6613174209541227
BM,0.6236525439354165
SI,0.720362275603037
SK,0.708294791959701
SA,0.6703232950136518
SB,0.6804948368377618
SC,0.6448951952871185

entry,dice
NA,nan
SG,0.7074113085033007
SF,0.7343547802863398
SJ,0.663168373368789
SL,0.6879568193747314
SE,0.6881172279207529
SH,0.6304444242092424
BD,0.6245492117410838
SD,0.6478712100196728
BM,0.6527270781007714
SI,0.7231080399680868
SK,0.7055674292761471
SA,0.6523992077183879
SB,0.6861410366903548
SC,0.6303195200129883

entry,dice
NA,nan
SG,0.7303144049959011
SF,0.7376609298982585
SJ,0.671417053991409
SL,0.6697661074275362
SE,0.6935670912862152
SH,0.6108015613159335
BD,0.614668665835986
SD,0.6453105669088013
BM,0.6473377055742077
SI,0.7101820543319463
SK,0.6938696335557515
SA,0.6835023033611218
SB,0.6673073408266899
SC,0.6430590146801161

entry,dice
NA,nan
SG,0.7237612990118927
SF,0.7480796926820044
SJ,0.6584970575507597
SL,0.6655925494708304
SE,0.7011773033099291
SH,0.634643748027671
BD,0.6117152617084606
SD,0.642798394027896
BM,0.6457584233169887
SI,0.7202316502015762
SK,0.6970801797218384
SA,0.6526600482750774
SB,0.6758083464430978
SC,0.6800060583857186

entry,dice
NA,nan
SG,0.7232571645021287
SF,0.7556837366467197
SJ,0.6704081550616923
SL,0.6801980143200996
SE,0.6763892947646762
SH,0.6014907047406357
BD,0.6081880461691966
SD,0.6693304367274745
BM,0.6175555164375156
SI,0.7085991329400841
SK,0.7071337463321294
SA,0.6662433068196683
SB,0.6723489289476289
SC,0.6334087910580622
